"公司代號","公司名稱","召開法人說明會日期","召開法人說明會時間","召開法人說明會地點","法人說明會擇要訊息","法人說明會簡報內容-中文","法人說明會簡報內容-英文","公司網站是否有提供法人說明會相關資訊","影音連結資訊","其他應敘明事項","歷年法人說明會"
"2881","富邦金","115/03/16","14:30","臺北文創大樓-台北市菸廠路號88號6樓","說明富邦金控114年全年營運概況暨IFRS 17與新一代清償能力制度(TIS)","288120260316M001.pdf","288120260316E001.pdf","https://fubon.irpro.co/tw/event.php",同步收看網址：:https://fubon.irpro.co/tw/event.php 法說會影音連結資訊:https://fubon.irpro.co/tw/event.php ,"無","查詢"
"2881","富邦金","115/03/19","13:00","台北","討論富邦金控財務及業務相關資訊","288120260318M001.pdf","288120260318E001.pdf","https://fubon.irpro.co/tw/event.php","","無","查詢"
"2881","富邦金","115/03/17 至 115/03/18","14:00","香港","討論富邦金控財務及業務相關資訊","288120260316M002.pdf","288120260316E002.pdf","https://fubon.irpro.co/tw/event.php","","無","查詢"
"2881","富邦金","115/03/11 至 115/03/12","09:00","台北","討論富邦金控財務及業務相關資訊","288120260114M001.pdf","288120260114E001.pdf","https://fubon.irpro.co/tw/event.php","","無","查詢"
"2881","富邦金","115/03/20 至 115/03/23","09:00","新加坡及香港","討論富邦金控財務及業務相關資訊","288120260318M002.pdf","288120260318E002.pdf","https://fubon.irpro.co/tw/event.php","","受Goldman Sachs及Citi邀約參加投資人會議","查詢"
"2882","國泰金","115/03/17","13:00","台北","本公司受邀參加BofA證券之投資人會議，說明公司營運概況。","288220260312M002.pdf","288220260312E002.pdf","https://www.cathayholdings.com/holdings/ir/events_and_announcements/events","","無","查詢"
"2882","國泰金","115/03/11","16:30","中英文場皆採電話會議暨網路直播方式進行。","說明適用IFRS 17之接軌相關概況。中文場16:30-17:30；英文場18:30-19:30。","288220260312M001.pdf","288220260312E001.pdf","https://www.cathayholdings.com/holdings/ir/events_and_announcements/events",同步收看網址：:https://www.zucast.com/webcast/k6100UYk 法說會影音連結資訊:https://www.zucast.com/webcast/k6100UYk ,"中英文場皆採電話會議暨網路直播方式進行。","查詢"
"2882","國泰金","115/03/13","10:00","台北","本公司受邀參加摩根大通證券舉辦之投資人會議，說明公司營運概況。","288220260312M002.pdf","288220260312E002.pdf","https://www.cathayholdings.com/holdings/ir/events_and_announcements/events","","無","查詢"
"2882","國泰金","115/03/27","14:00","中文場會議地點為國泰金融會議廳A廳(台北市松仁路9號1樓)；英文場採電話會議。","公佈114年度第四季營運概況。中文場14:00-15:00；英文場17:00-18:00。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.cathayholdings.com/holdings/ir/events_and_announcements/events",同步收看網址：:https://www.zucast.com/webcast/vAO0X56K 法說會影音連結資訊:https://www.zucast.com/webcast/vAO0X56K ,"中文場採實體暨線上會議方式舉辦，英文場採電話會議暨網路直播方式進行。","查詢"
"2884","玉山金","115/03/09","10:00","台北遠東飯店","2025年第4季財業務資訊","288420260224M001.pdf","288420260224E001.pdf","https://www.esunfhc.com/zh-tw/investor-relations/ir-events/investor-conference","","無","查詢"
"2884","玉山金","115/03/11 至 115/03/12","09:00","台北君悅酒店","2025年第4季財業務資訊","288420260224M001.pdf","288420260224E001.pdf","https://www.esunfhc.com/zh-tw/investor-relations/ir-events/investor-conference","","無","查詢"
"2884","玉山金","115/03/20","09:00","台北君悅酒店","2025年第4季財業務資訊","288420260224M001.pdf","288420260224E001.pdf","https://www.esunfhc.com/zh-tw/investor-relations/ir-events/investor-conference","","無","查詢"
"2886","兆豐金","115/03/12","14:30","線上","揭露本公司2025年第4季營運概況","288620260312M001.pdf","288620260312E001.pdf","https://www.megaholdings.com.tw/",同步收看網址：:https://www.zucast.com/webcast/4zwpebj1 法說會影音連結資訊:https://www.zucast.com/webcast/4zwpebj1 ,"更正115年1月30日公告，其中「115年 3月 11日」，更正為「115年 3月 12日」","查詢"
"2886","兆豐金","115/03/11","14:30","線上","揭露本公司2025年第4季營運概況","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.megaholdings.com.tw/",同步收看網址：:https://www.zucast.com/webcast/4zwpebj1 法說會影音連結資訊:未輸 ,"無","查詢"
"2889","國票金","115/03/31","14:00","本次法說會為線上說明會","本公司自辦說明會，說明公司營運概況。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.ibf.com.tw/analyst&#172;_meeting/2026",法說會影音連結資訊:未輸 ,"當日webex連線號碼為:1849465878/連結https://mibf.webex.com/meet/ibf.1703","查詢"
"2890","永豐金","115/03/10","14:30","永豐金控總部大樓(台北市八德路二段306號3F)","說明114年第四季營運概況","289020260310M001.pdf","289020260310E001.pdf","https://www.sinopac.com/irCalendar/list.html",法說會影音連結資訊:https://www.sinopac.com/upload/sinopac/media/2025Q4_AnalystMeetings_vdo.zip ,"無","查詢"
"2890","永豐金","115/03/11","08:00","台北君悅酒店","本公司受邀參加 J.P. Morgan 舉辦之投資人會議，
說明114年營運概況","289020260310M002.pdf","289020260310E002.pdf","https://www.sinopac.com/irCalendar/list.html","","無","查詢"
"2891","中信金","115/03/12","14:00","中文實體(總行大樓)(14:00-15:00);
中英文線上(15:30-16:30)","公布114年度第四季營運概況","289120260312M001.pdf","289120260312E001.pdf","https://ir.ctbcholding.com/c/events",法說會影音連結資訊:https://ir.ctbcholding.com/c/events 英文影音連結:https://ir.ctbcholding.com/html/events ,"無","查詢"
"2891","中信金","115/03/20","11:00","台北","本公司參加Bank of America舉辦之投資人說明會(BofA 2026 Asia Tech Conference)","289120260312M001.pdf","289120260312E001.pdf","https://ir.ctbcholding.com/c/events","","無","查詢"
"2891","中信金","115/03/13","10:00","台北","本公司參加JPMorgan舉辦之投資人說明會(J.P. Morgan Taiwan CEO-CFO Conference)","289120260312M001.pdf","289120260312E001.pdf","https://ir.ctbcholding.com/c/events","","無","查詢"
"2892","第一金","115/03/04","16:30","網路","召開第一金2025年第四季法人說明會","289220260304M001.pdf","289220260304E001.pdf","https://ir.firstholding.com.tw/c/index.php",中文影音檔網址:2892_170_20260304_ch.mp3 ,"無","查詢"
"2945","三商家購","115/03/18","14:30","線上法說會","公司營運概況說明","294520260318M001.pdf","294520260318E001.pdf","https://www.simplemartretail.com",中文影音檔網址:2945_18_20260318_ch.mp4 ,"線上法人說明會報名網址：https://simplemart.surveycake.biz/s/p1vQ0","查詢"
"3005","神基","115/03/02","14:30","台北市南港區南港路一段209號B棟國際會議廳","本公司受元大證券邀請，參加其舉辦之國內法人說明會，於會中就114年第四季公開發佈之財務數字、經營績效等相關資訊做說明。","300520260226M001.pdf","300520260226E001.pdf","http://tw.getacgroup.com/investors/calendar.php",中文影音檔網址:3005_61_20260302_ch.mp4 ,"無。","查詢"
"3006","晶豪科","115/03/10","14:00","台北市信義路四段236號7樓(宏遠證券股份有限公司)","公司營運近況暨未來展望","300620260310M001.pdf","300620260310E001.pdf","http://www.esmt.com.tw",法說會影音連結資訊:https://www.youtube.com/watch?v=Ek42p9xgvO4 ,"無","查詢"
"3008","大立光","115/03/11","11:00","台北君悅酒店","本公司受邀參加摩根大通證券舉辦之法人說明會","300820260108M001.pdf","300820260108E001.pdf","","","無","查詢"
"3010","華立","115/03/13","10:00","臺北晶華酒店-台北市中山北路二段39巷3號4樓","本公司受邀參加華南永昌證券所舉辦之「2026春季投資論壇」，就公司已公開之財務業務資訊做說明。","301020260312M001.pdf","301020260312E001.pdf","https://www.wahlee.com",法說會影音連結資訊:https://youtu.be/RGuVDI0AxP8 ,"無","查詢"
"3014","聯陽","115/03/11","14:00","宏遠證券股份有限公司(台北市大安區信義路四段236號7樓)","本公司受邀參加宏遠證券股份有限公司所舉辦之「2026年趨勢產業論壇」","301420260309M001.ppt","301420260309E001.ppt","https://www.ite.com.tw/tw/news?cate=cate3&amp;year=all&amp;page=1","","無","查詢"
"3017","奇鋐","115/03/03","15:00","台北晶華酒店(台北市中山北路二段39巷3號4F)","受邀參加元大證券2026第一季投資論壇，說明114年第三季營運結果與未來展望。","301720251112M001.pdf","301720251112E001.pdf","https://www.avc.co","","無","查詢"
"3017","奇鋐","115/03/04 至 115/03/05","12:45","The Prince Park Tower Tokyo","受邀參加Daiwa Investment Conference Tokyo 2026，說明114年第三季營運結果與未來展望。","301720251112M001.pdf","301720251112E001.pdf","https://www.avc.co","","無","查詢"
"3017","奇鋐","115/03/12","09:00","台北君悅酒店","受邀參加JPM Taiwan CEO-CFO Conference ，說明114年度營運結果與未來展望。","301720260311M001.pdf","301720260311E001.pdf","https://www.avc.co","","無","查詢"
"3017","奇鋐","115/03/17 至 115/03/18","09:00","台北君悅酒店","受邀參加BofA 2026 Asia Tech Conference，說明114年度營運結果與未來展望。","301720260311M002.pdf","301720260311E002.pdf","https://www.avc.co","","無","查詢"
"3017","奇鋐","115/03/11","14:30","台北市敦化南路一段108號B2(富邦國際會議中心)","受邀參加富邦證券法人說明會，說明114年度營運結果與未來展望。","301720260311M001.pdf","301720260311E001.pdf","https://www.avc.co",同步收看網址：:https://www.youtube.com/watch?v=YPvlLUAcX5k ,"無","查詢"
"3017","奇鋐","115/03/11","16:00","線上法說會","受邀參加大和國泰證券股份有限公司法人說明會，說明114年度營運結果與未來展望。","301720260311M002.pdf","301720260311E002.pdf","https://www.avc.co",同步收看網址：:https://www.youtube.com/watch?v=MeJWQ48Su48 ,"無","查詢"
"3019","亞光","115/03/11","14:00","線上法人說明會","歡迎投資人至https://www.asia-optical.com/投資人專區/發言人專欄，點選法人說明會","301920260311M001.pdf","301920260311E001.pdf","https://www.asia-optical.com",同步收看網址：:https://www.asia-optical.com 中文影音檔網址:3019_24_20260311_ch.mp4 ,"簡報內容檔案於當日會後公告於公開資訊觀測站。","查詢"
"3022","威強電","115/03/18","14:30","凱基證券大直大樓(台北市中山區明水路700號)","本公司受邀參加凱基證券舉辦之法人說明會，會中將說明本公司2025年度營運成果及未來展望。","302220260318M001.pdf","302220260318E001.pdf","https://www.ieiworld.com/tw/finance/con_show.php?op=showone&amp;cid=54",中文影音檔網址:3022_28_20260318_ch.mp4 ,"無。","查詢"
"3023","信邦","115/03/10","09:00","台北遠東香格里拉","公告本公司受邀參加Citi&#039;s 2026 Taiwan Corporate Day – Powering the AI Age","302320260309M002.pdf","302320260309E002.pdf","https://www.sinbon.com/tw/business-overview","","無","查詢"
"3026","禾伸堂","115/03/24","14:30","台北市中正區忠孝西路一段6號7樓","本公司受邀參加福邦證券舉辦之法人說明會，說明近期營運概況。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","http://www.holystone.com.tw","","無","查詢"
"3034","聯詠","115/03/12","10:00","台北君悅酒店","受邀參加由JP Morgan所舉辦&quot;Taiwan CEO-CFO Conference&quot;，就114年第4季營運績效等相關資訊作說明。","303420260206M001.pdf","303420260206E001.pdf","www.novatek.com.tw",法說會影音連結資訊:https://view.knowledgevision.com/presentation/a8b530233f1a405a80040f584495df50 ,"本次會議以一對一方式進行。","查詢"
"3034","聯詠","115/03/19","14:00","台北君悅酒店","受邀參加由美銀證券所舉辦&quot;2026 Asia Tech Conference&quot;，就114年第4季營運績效等相關資訊作說明。","303420260206M001.pdf","303420260206E001.pdf","www.novatek.com.tw","","本次會議以一對一方式進行。","查詢"
"3034","聯詠","115/03/09","14:00","台北遠東香格里拉","受邀參加由花旗證券所舉辦&quot;Citi&#039;s 2026 Taiwan Corporate Day&quot;，就114年第4季營運績效等相關資訊作說明。","303420260206M001.pdf","303420260206E001.pdf","www.novatek.com.tw","","本次會議以一對一方式進行。","查詢"
"3035","智原","115/03/10 至 115/03/18","09:00","台北遠東香格里拉酒店,台北君悅酒店","本公司受邀參加機構投資人說明會","303520260210M001.pdf","303520260210E001.pdf","https://www.faraday-tech.com/tw/content/IR/InvestorConference",法說會影音連結資訊:https://irconference.twse.com.tw/3035_180_20260310_ch.mp4 ,"無","查詢"
"3035","智原","115/03/10 至 115/03/18","09:00","台北遠東香格里拉酒店,台北君悅酒店","本公司受邀參加 115/3/10花旗證券舉辦之「Citi 2026 March Corporate Day」、115/3/18 BofA舉辦之「2026 Asia Tech Conference」","303520260210M001.pdf","303520260210E001.pdf","https://www.faraday-tech.com/tw/content/IR/InvestorConference","","無","查詢"
"3036","文曄","115/03/03","14:30","線上法說會","本公司受邀參加兆豐證券於115年3月3日舉辦之線上法人說明會，向投資人說明114年第4季營業成果及未來營運展望。","303620260303M002.pdf","303620260303E002.pdf","https://www.wtmec.com/investor-relations/financials/quarterly-results/",法說會影音連結資訊:https://www.wtmec.com/sites/InvestorConference/20260303_Investor_Conference.mp4 ,"欲參加者請需事先線上報名，網址：https://www.wtmec.com/online/invite.html","查詢"
"3036","文曄","115/03/18 至 115/03/19","13:00","君悅酒店(台北市信義區松壽路2號)","本公司受邀參加美國銀行證券於115年3月18日至19日舉辦之2026 Asia Tech Conference，向投資人說明114年第4季營業成果及未來營運展望。","303620260303M002.pdf","303620260303E002.pdf","","","無","查詢"
"3037","欣興","115/03/09","11:00","台北遠東香格里拉","本公司受邀參加Citi舉辦之Citi&#039;s 2026 Taiwan Corporate 
Day，會中就本公司已公開發布之
財務數字、經營績效等相關資訊作說明。","303720260225M001.pdf","303720260225E001.pdf","http://www.unimicron.com/","","無。","查詢"
"3037","欣興","115/03/10","14:30","台北晶華酒店","本公司受邀參加永豐證券舉辦之2026年第一季產業投資論壇
，會中就本公司已公開發布之
財務數字、經營績效等相關資訊作說明。","303720260225M001.pdf","303720260225E001.pdf","http://www.unimicron.com/","","無。","查詢"
"3037","欣興","115/03/11","09:00","台北君悅酒店","本公司受邀參加J.P. Morgan舉辦之
Taiwan CEO-CFO Conference，
會中就本公司已公開發布之財務數字、
經營績效等相關資訊作說明。","303720260225M001.pdf","303720260225E001.pdf","http://www.unimicron.com/","","無。","查詢"
"3037","欣興","115/03/11","14:00","台北晶華酒店","本公司受邀參加台新證券舉辦之2026年第一季全球
投資論壇，會中就本公司已公開發布之
財務數字、經營績效等相關資訊作說明。","303720260225M001.pdf","303720260225E001.pdf","http://www.unimicron.com/","","無。","查詢"
"3037","欣興","115/03/04","10:00","台北君悅酒店","本公司受邀參加統一證券舉辦之2026 Q1
全球展望春季投資論壇，會中就本公司已公開發布之
財務數字、經營績效等相關資訊作說明。","303720260225M001.pdf","303720260225E001.pdf","http://www.unimicron.com/","","無。","查詢"
"3037","欣興","115/03/06","15:30","台北君悅酒店","本公司受邀參加富邦證券舉辦之2026第一季
富邦企業日，會中就本公司已公開發布之
財務數字、經營績效等相關資訊作說明。","303720260225M001.pdf","303720260225E001.pdf","http://www.unimicron.com/","","無。","查詢"
"3037","欣興","115/03/12","14:00","台北宏遠證券辦公室","本公司受邀參加宏遠證券舉辦之2026年趨勢產業
論壇，會中就本公司已公開發布之財務數字、
經營績效等相關資訊作說明。","303720260225M001.pdf","303720260225E001.pdf","http://www.unimicron.com/","","無。","查詢"
"3042","晶技","115/03/17","13:30","茹曦酒店(台北市松山區敦化北路100號)","本公司受邀參加群益金鼎證券舉辦之「2026年第一季投資論壇」，說明本公司營運概況。","304220260316M001.pdf","304220260316E001.pdf","https://www.txccorp.com/investor/corporatebriefing/175/461/","","無","查詢"
"3044","健鼎","115/03/18 至 115/03/19","09:00","台北君悅飯店","本公司於115年03月18日至03月19日受邀參加美銀證券2026 Asia Tech Conference","304420260317M001.pdf","304420260317E001.pdf","https://www.tripod-tech.com/second/14","","無","查詢"
"3045","台灣大","115/03/17","11:00","臺北","本公司受邀參加美銀證券所舉辦之「2026 Asia Tech Conference」，會中說明114年第四季法說會簡報與其他已公開發佈之財務數字、經營績效等相關資訊。","304520260313M001.pdf","304520260313E001.pdf","https://www.taiwanmobile.com/index.html","","無","查詢"
"3045","台灣大","115/03/17","15:00","臺北","本公司受邀參加群益證券所舉辦之「2026年投資論壇」，會中說明114年第四季法說會簡報與其他已公開發佈之財務數字、經營績效等相關資訊。","304520260313M001.pdf","304520260313E001.pdf","https://www.taiwanmobile.com/index.html",中文影音檔網址:3045_314_20260317_ch.MP4 ,"無","查詢"
"3045","台灣大","115/03/05","15:00","電話會議","(1)公布本公司114年第4季財務報告。
(2)參加方式：請參見https://corp.taiwanmobile.com/investor-relations/investor-relations.html","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.taiwanmobile.com/index.html",同步收看網址：:https://corp.taiwanmobile.com/investor-relations/investor-relations.html 法說會影音連結資訊:https://corp.taiwanmobile.com/investor-relations/investor-relations.html ,"無","查詢"
"3045","台灣大","115/03/11","09:00","臺北","本公司受邀參加J.P.Morgan所舉辦之「Taiwan CEO-CFO Conference 2026」，會中說明114年第三季法說會簡報與其他已公開發佈之財務數字、經營績效等相關資訊。","304520251112M001.pdf","304520251112E001.pdf","https://www.taiwanmobile.com/index.html","","無","查詢"
"3045","台灣大","115/03/13","16:00","電話會議","(1)公布本公司114年第4季財務報告。(2)參加方式：請參見https://corp.taiwanmobile.com/investor-relations/investor-relations.html","304520260313M001.pdf","304520260313E001.pdf","https://www.taiwanmobile.com/index.html",同步收看網址：:https://corp.taiwanmobile.com/investor-relations/investor-relations.html 法說會影音連結資訊:https://corp.taiwanmobile.com/investor-relations/investor-relations.html ,"無","查詢"
"3090","日電貿","115/03/10","14:00","線上法人說明會","公告本公司受邀參加國票證券115年3月10日舉辦之線上法人說明會。","309020260310M002.pdf","309020260310E002.pdf","https://www.ndb.com.tw/投資人專區/法人說明會",中文影音檔網址:3090_18_20260310_ch.mp4 ,"https://www.surveycake.com/s/ppmoG","查詢"
"3130","一零四","115/03/19","14:00","台北市明水路700號2M3會議室 (凱基證券總公司)","說明公司營運狀況及產品資訊","313020260318M001.pdf","313020260318E001.pdf","https://corp.104.com.tw/zh/investors/conference/","","無","查詢"
"3138","耀登","115/03/19","14:45","台北市忠孝東路二段95號13樓","本公司受邀參加兆豐證券舉辦之投資論壇，說明本公司之營運、財務及業務概況。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.auden.com.tw/investor-service/shareholder-column/",法說會影音連結資訊:未輸 ,"無。","查詢"
"3167","大量","115/03/11","17:00","線上法說會報名連結：https://forms.gle/hMpbRG96YoWY33Gd7","會中就本公司已公開發布之財務數字、經營績效等相關資訊做說明。請投資人報名參加以取得法說會線上會議識別碼與登入密碼。","316720260311M001.pdf","316720260311E001.pdf","",中文影音檔網址:3167_25_20260311_ch.mp4 ,"將於法說會前一日以投資人報名時所提供之信箱寄送線上會議識別碼與登入密碼。","查詢"
"3168","眾福科","115/03/25","14:00","線上法人說明會","本公司受邀參加福邦證券舉辦之線上法人說明會，說明本公司財務及業務狀況。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.dataimagecorp.com/tw/legal",法說會影音連結資訊:未輸 ,"會議簡報檔及影音連結將於法人說明會後揭露於公開資訊觀測站","查詢"
"3189","景碩","115/03/04","14:00","台北市君悅飯店","向法人說明產業狀況與本公司經營績效","318920260302M001.pdf","318920260302E001.pdf","","","無","查詢"
"3189","景碩","115/03/05","14:00","台北市集思北科大會議中心","向法人說明產業狀況與本公司經營績效","318920260302M002.pdf","318920260302E002.pdf","","","無","查詢"
"3189","景碩","115/03/06","14:30","台北市君悅飯店","向法人說明產業狀況與本公司經營績效","318920260302M003.pdf","318920260302E003.pdf","","","無","查詢"
"3189","景碩","115/03/09","10:00","台北市遠東飯店","向法人說明產業狀況與本公司經營績效","318920260302M004.pdf","318920260302E004.pdf","","","無","查詢"
"3189","景碩","115/03/10","14:00","台北市大安區信義路四段236號4樓","向法人說明產業狀況與本公司經營績效","318920260302M005.pdf","318920260302E005.pdf","",法說會影音連結資訊:https://www.kinsus.com.tw/zh-TW/Download/other-information/Index/other%20informations_tw/0/3 ,"無","查詢"
"3189","景碩","115/03/12","15:15","台北市晶華酒店","向法人說明產業狀況與本公司經營績效","318920260302M006.pdf","318920260302E006.pdf","","","無","查詢"
"3189","景碩","115/03/13","11:10","台北市晶華酒店","向法人說明產業狀況與本公司經營績效","318920260302M007.pdf","318920260302E007.pdf","","","無","查詢"
"3189","景碩","115/03/17","10:00","台北市君悅飯店","向法人說明產業狀況與本公司經營績效","318920260302M008.pdf","318920260302E008.pdf","","","無","查詢"
"3209","全科","115/03/13","14:30","線上會議","本公司受邀參加元大證券舉辦之線上法人說明會。","320920260313M001.pdf","320920260313E001.pdf","https://www.alltek.com/investors/%E6%B3%95%E4%BA%BA%E8%AA%AA%E6%98%8E%E6%9C%83/",中文影音檔網址:3209_15_20260313_ch.mp4 ,"無","查詢"
"3231","緯創","115/03/13","14:00","電話會議","本公司受邀參加凱基證券舉辦之電話說明會，說明本公司業務簡介及現況說明","323120260312M002.pdf","323120260312E002.pdf","https://www.wistron.com/ch/Investors/ShareholdersServices/Meeting",法說會影音連結資訊:https://www.wistron.com/ch/Investors/ShareholdersServices/Meeting ,"無","查詢"
"3231","緯創","115/03/18 至 115/03/19","09:00","台北君悅酒店","本公司受邀參加美林證券舉辦之法人說明會，說明本公司業務簡介及現況說明","323120260312M001.pdf","323120260312E001.pdf","https://www.wistron.com/ch/Investors/ShareholdersServices/Meeting","","無","查詢"
"3376","新日興","115/03/19","14:00","台北君悅酒店(台北市信義區松壽路2號)","本公司受邀參加BofA Securities 2026 Asia Tech Conference
，就公司營運概況等說明。","337620260316M001.pdf","337620260316E001.pdf","https://www.szs-group.com/investor/conference",法說會影音連結資訊:未輸 ,"無","查詢"
"3443","創意","115/03/17 至 115/03/30","13:00","台北君悅酒店","本公司受邀參加2026 BofA Asia Tech Conference，說明本公司營運概況。","344320260129M003.pdf","344320260129E003.pdf","https://www.guc-asic.com/tw/investor/financial?financial-tab=option3","","會議細節請洽美銀證券。","查詢"
"3443","創意","115/03/17","15:00","台北茹曦酒店","本公司受邀群益投資論壇，說明本公司營運概況。","344320260129M003.pdf","344320260129E003.pdf","https://www.guc-asic.com/tw/investor/financial?financial-tab=option3","","會議細節請洽群益證券。","查詢"
"3443","創意","115/03/31","15:10","臺北文創(台北市信義區菸廠路88號)","本公司受邀參加元富證券2026年春季投資論壇，說明本公司營運概況。","344320260129M003.pdf","344320260129E003.pdf","https://www.guc-asic.com/tw/investor/financial?financial-tab=option3","","會議細節請洽元富證券。","查詢"
"3443","創意","115/03/09","11:00","台北遠東香格里拉飯店","本公司受邀參加Citi Taiwan corporate Day，說明本公司營運概況。","344320260129M003.pdf","344320260129E003.pdf","https://www.guc-asic.com/tw/investor/financial?financial-tab=option3","","會議細節請洽花旗證券。","查詢"
"3443","創意","115/03/10","14:30","台北晶華酒店","本公司受邀參加永豐金證券2026 Q1產業投資論壇，說明本公司營運概況。","344320260129M003.pdf","344320260129E003.pdf","https://www.guc-asic.com/tw/investor/financial?financial-tab=option3","","會議細節請洽永豐金證券。","查詢"
"3443","創意","115/03/12","13:30","台北遠東國際大飯店","本公司受邀參加國泰證券2026第一季產業論壇，說明本公司營運概況。","344320260129M003.pdf","344320260129E003.pdf","https://www.guc-asic.com/tw/investor/financial?financial-tab=option3","","會議細節請洽國泰證券。","查詢"
"3443","創意","115/03/11","15:30","台北宏遠證券","本公司受邀參加宏遠證2026趨勢論壇，說明本公司營運概況。","344320260129M003.pdf","344320260129E003.pdf","https://www.guc-asic.com/tw/investor/financial?financial-tab=option3","","會議細節請洽宏遠證券。","查詢"
"3443","創意","115/03/03","13:30","台北晶華酒店","本公司受邀參加元大證券第一季投資論壇，說明本公司營運概況。","344320260129M003.pdf","344320260129E003.pdf","https://www.guc-asic.com/tw/investor/financial?financial-tab=option3","","會議細節請洽元大證券。","查詢"
"3443","創意","115/03/06","14:30","台北君悅酒店","本公司受邀參加富邦證券2026第一季論壇，說明本公司營運概況。","344320260129M003.pdf","344320260129E003.pdf","https://www.guc-asic.com/tw/investor/financial?financial-tab=option3","","會議細節請洽富邦證券。","查詢"
"3443","創意","115/03/13","13:00","台北君悅飯店","本公司受邀參加J.P. Morgan Taiwan CEO-CFO Conference，說明本公司營運概況。","344320260129M003.pdf","344320260129E003.pdf","https://www.guc-asic.com/tw/investor/financial?financial-tab=option3","","會議細節請洽摩根大通。","查詢"
"3481","群創","115/03/19","11:00","台北君悅酒店","公司受邀參加美林證券所舉辦之「2026 Asia Tech Conference」，說明營運現況及前景。","348120260312M001.pdf","348120260312E001.pdf","","","無","查詢"
"3481","群創","115/03/12","14:30","實體及線上法說會，實體法說會地點：寒舍艾美酒店3F 翡翠廳(台北市信義區松仁路38號)","(1).報告114年第四季公司營運成果及未來營運展望。(2).參加方式：請參見https://www.innolux.com/tw/ir/investor-conference_list.html","348120260312M001.pdf","348120260312E001.pdf","https://www.innolux.com/tw/ir/investor-conference_list.html",同步收看網址：:https://wms.gridow.com/ir/innolux/innolux_1H26_en.html 法說會影音連結資訊:https://wms.gridow.com/ir/innolux/innolux_1H26_en.html ,"無","查詢"
"3515","華擎","115/03/06","13:30","台北君悅酒店3樓(台北市信義區松壽路二號)","本公司受邀參加富邦證券舉辦之2026 Q1富邦企業日","351520260305M001.pdf","351520260305E001.pdf","https://www.asrock.com/general/investor.tw.asp?cat=Finance",中文影音檔網址:3515_34_20260306_ch.mp4 ,"無","查詢"
"3533","嘉澤","115/03/12","16:00","線上法說會","本公司受邀參加KGI線上法說會，說明本公司之營運概況、財務及業務相關訊息","353320260312M001.pdf","353320260312E001.pdf","","","無","查詢"
"3543","州巧","115/03/17","14:30","福邦證券7樓 (台北市忠孝西路一段6號7樓)","受邀參加福邦證券舉辦之法人說明會，就本公司已公
開之財務業務資訊做說明。","354320260317M001.pdf","354320260317E001.pdf","https://www.jochu.com/StockServices.html",法說會影音連結資訊:https://youtu.be/t2ot49d_wIs ,"無","查詢"
"3563","牧德","115/03/30","14:30","台北市大安區敦化南路二段97號11樓
(敦南摩天大廈-元富證券11樓教育訓練室）","本公司受邀參加台新證券法人說明會，針對公司營運狀況說明。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.machvision.com.tw",法說會影音連結資訊:未輸 ,"無","查詢"
"3576","聯合再生","115/03/17","14:00","台北市南港區經貿二路168號3樓","說明公司營運狀況及未來展望","357620260316M001.pdf","357620260316E001.pdf","",法說會影音連結資訊:未輸 ,"無","查詢"
"3583","辛耘","115/03/18","11:00","台北君悅酒店Grand Hyatt Taipei","本公司受邀參加由美銀證券舉辦的投資論壇，向投資人說明本公司2025年度財務報告資訊.","358320260317M001.pdf","358320260317E001.pdf","https://www.scientech.com.tw/zh-hant/Investor/Shareholder/InvestorConference","","無","查詢"
"3591","艾笛森","115/03/06","14:00","線上法人說明會","本公司受邀參加國泰證券所舉辦之法人說明會，說明本公司114年第四季營運成果及近期營運展望","359120260302M001.pdf","359120260302E001.pdf","https://www.edison-opto.com.tw/investor/investor-conference",中文影音檔網址:3591_31_20260306_ch.mp4 ,"無","查詢"
"3596","智易","115/03/04","14:00","台北君悅酒店(台北市信義區松壽路2號)","本公司受邀參加由統一證券所舉辦之「2026 Q1 春季投資論壇」，說明本公司營運及財務概況。","359620260225M001.pdf","359620260225E001.pdf","https://www.arcadyan.com/zh-hant/","","無","查詢"
"3596","智易","115/03/02","14:30","線上機構投資人說明會","本公司受邀參加由富邦證券所舉辦之「智易(3596)2025 Q4線上法人說明會」，說明本公司營運及財務概況。","359620260225M001.pdf","359620260225E001.pdf","https://www.arcadyan.com/zh-hant/",中文影音檔網址:3596_60_20260302_ch.mp4 ,"無","查詢"
